Opportunity_ID;Customer Name;Customer_Segment;Sector;Country;Customer_Status;Annual_Speed;Length_Of_Sales_Cycle;Product_Name;Highest_Contract_Level;Compelling_Event;RFP;Sales_Engineer_Engaged;Services_Included;Customer_Meeting;License;Contacts;Opportunity_Value
AIR22923 ENT;Aircraft Products ENT;SMB;Healthcare;India;prospect;Small;2 Years;CRM;Individual Contributor Level;Yes;No;Yes;Yes;24;81;19;23000
DEU71822 ENT;Deutsche Computer AG ENT;Enterprise;Construction;Japan;prior customer;Huge;1 Month;Portal;Manager Level;No;No;No;Yes;6;87;38;67000
TAL66845 ENT;TALPA GmbH ENT;SMB;Construction;Russia;prior customer;Large;1 Year;Security;Individual Contributor Level;No;No;Yes;Yes;12;119;21;37000
COM42649 ENT;CompSmart Inc. ENT;SMB;Retail;Brazil;current customer;Small;1 Month;Security;Individual Contributor Level;Yes;No;Yes;No;14;133;63;14000
J &86913 ENT;J & P ENT;Fortune500;Manufacturing;Germany;prospect;Huge;1 Year;CRM;Manager Level;Yes;No;Yes;No;11;66;118;39000
MOT13452 ENT;Motor Sports ENT;Fortune500;Finserv;Brazil;prospect;Small;2 Years;Analytics;Manager Level;No;Yes;Yes;No;7;16;85;43000
CAR58837 ENT;Caribbean Computer Supply Corp ENT;Fortune500;Manufacturing;China;current customer;Small;1 Year;Portal;C-Level;Yes;Yes;No;Yes;19;476;172;135000
MAN67516 ENT;Mansur Computers. Inc. ENT;Enterprise;Consumer Product;Germany;prior customer;Big;2 Years;ERP;Manager Level;No;Yes;Yes;Yes;15;248;126;52000
CAR75780 ENT;Carbor GmbH ENT;SMB;Goods;India;prior customer;Medium;1 Month;Database;Manager Level;No;No;No;No;12;97;105;21000
SUD63282 ENT;SudaTech GmbH ENT;Fortune500;High tech;China;current customer;Large;1 Year;Identity Server;C-Level;No;Yes;Yes;No;21;566;151;131000
ETE47960 ENT;Etelko Textilien ENT;SMB;Goods;India;prospect;Huge;6 Months;Database;Individual Contributor Level;Yes;No;Yes;No;27;21;62;38000
SOF35091 ENT;Software Systeme GmbH ENT;SMB;Goods;France;prospect;Medium;6 Months;ERP;Manager Level;Yes;No;No;No;18;47;70;40000
COM67785 ENT;COMPU Tech. AG ENT;SMB;High tech;North America;current customer;Medium;6 Months;Identity Server;Individual Contributor Level;No;No;No;Yes;3;106;16;11000
N.I64032 ENT;N.I.C. High Tech ENT;Fortune500;Goods;India;current customer;Huge;1 Year;Security;C-Level;No;No;No;Yes;33;512;197;142000
JAS93541 ENT;Jaspers Computers ENT;Enterprise;Construction;France;prospect;Huge;1 Month;Web Server;Individual Contributor Level;No;No;No;Yes;6;102;49;28000
COM52915 ENT;CompuMax GmbH ENT;SMB;Healthcare;Russia;prior customer;Medium;1 Year;Security;Individual Contributor Level;Yes;Yes;No;No;22;23;48;27000
PC-53030 ENT;PC-World Stuttgart KG ENT;Enterprise;High tech;Italy;prospect;Small;1 Year;Web Server;C-Level;Yes;Yes;No;Yes;12;204;20;54000
ALP63437 ENT;Alpha-Systems GmbH ENT;Enterprise;Construction;UK;prospect;Large;2 Years;Web Server;C-Level;No;Yes;Yes;No;26;152;5;46000
S.C53798 ENT;S.C.T. Electro ENT;Enterprise;Construction;Brazil;prior customer;Big;2 Years;ERP;C-Level;No;No;Yes;Yes;21;191;115;76000
HTG79793 ENT;HTG Komponente GmbH ENT;Enterprise;Consumer Product;Japan;prior customer;Huge;6 Months;Web Server;Manager Level;Yes;Yes;No;No;17;98;140;64000
MOT28010 ENT;Motomarkt Heidelberg GmbH ENT;SMB;Consumer Product;Italy;prior customer;Small;2 Years;Web Server;C-Level;Yes;Yes;Yes;No;28;198;106;57000
NAP44776 ENT;Napoli Export ENT;SMB;Apparel;Russia;current customer;Big;2 Years;ERP;Individual Contributor Level;Yes;Yes;Yes;Yes;27;20;87;19000
JAS61865 ENT;Jashanmal International Trading Co ENT;SMB;Apparel;Brazil;prior customer;Small;1 Year;Web Server;C-Level;Yes;No;Yes;Yes;23;182;30;61000
ADE83100 ENT;Adecom SA ENT;SMB;Apparel;Italy;prior customer;Big;6 Months;Database;Manager Level;No;Yes;No;Yes;22;113;20;49000
BER76681 ENT;Bernardin SA ENT;Enterprise;Goods;Japan;prior customer;Big;6 Months;Database;C-Level;No;Yes;Yes;Yes;27;236;5;48000
MIL56374 ENT;Miller & Son Trading Ltd. ENT;Enterprise;High tech;France;current customer;Small;2 Years;CRM;Manager Level;No;Yes;No;Yes;24;73;17;67000
NOR46266 ENT;Norwegian Import & Export Group ENT;Fortune500;Consumer Product;China;current customer;Huge;1 Month;Web Server;Individual Contributor Level;Yes;No;Yes;No;18;70;149;14000
THO44082 ENT;Thomas Bush Inc. ENT;Enterprise;Apparel;Germany;prior customer;Large;6 Months;Application Server;Manager Level;Yes;No;Yes;Yes;11;268;80;40000
IND14120 ENT;Industrial Supplies Inc. ENT;Enterprise;Manufacturing;Italy;prior customer;Medium;1 Year;Database;C-Level;No;No;No;No;19;192;72;75000
DAV90643 ENT;Davis Integration System ENT;Fortune500;Healthcare;North America;current customer;Large;1 Year;Analytics;C-Level;Yes;No;No;No;46;436;54;143000
INS75559 ENT;Insurance Company ENT;SMB;Healthcare;India;prospect;Huge;1 Month;Web Server;Individual Contributor Level;No;No;Yes;Yes;25;120;148;32000
PRI77250 ENT;Princeton Health Center ENT;SMB;Finserv;Japan;prospect;Medium;1 Month;Security;Individual Contributor Level;Yes;No;No;No;8;40;95;19000
CAN98178 ENT;Candid International Technology ENT;SMB;Retail;Japan;current customer;Large;18 Months;Application Server;Manager Level;No;No;No;Yes;19;88;137;18000
C-T66960 ENT;C-Tech Corp ENT;Enterprise;Construction;China;prior customer;Small;1 Year;Database;Manager Level;No;Yes;No;Yes;10;266;80;75000
MAF72771 ENT;Mafor Software Service Corp. ENT;Enterprise;High tech;UK;prior customer;Small;1 Year;Database;C-Level;Yes;Yes;No;No;23;242;12;43000
CRO19580 ENT;Cross Worlds Consulting ENT;Enterprise;Manufacturing;North America;prior customer;Small;1 Year;Analytics;Manager Level;Yes;Yes;Yes;Yes;26;98;131;49000
AND24703 ENT;Andyna and Dynana Laboratories Inc ENT;Enterprise;Retail;Germany;prior customer;Small;6 Months;ERP;Manager Level;No;No;Yes;Yes;7;253;21;54000
DEP28846 ENT;Department of Defense ENT;Enterprise;Healthcare;France;current customer;Small;1 Year;Database;C-Level;Yes;Yes;No;No;28;235;22;64000
PAL53560 ENT;Palo Alto Airways Inc. ENT;Enterprise;Finserv;UK;prospect;Medium;6 Months;Identity Server;Manager Level;Yes;Yes;No;Yes;12;92;49;61000
LA 41678 ENT;La Quinta Hotel & Towers ENT;Fortune500;Construction;Russia;current customer;Huge;1 Year;Security;C-Level;Yes;No;No;Yes;34;151;110;184000
ROG49529 ENT;Rogier Golf Resort YY ENT;SMB;Finserv;Germany;prior customer;Medium;18 Months;Identity Server;Manager Level;Yes;Yes;Yes;Yes;17;68;42;40000
PAR88713 ENT;Park Lane Hotel And Spa ENT;SMB;Healthcare;China;prior customer;Large;1 Month;Analytics;Manager Level;Yes;Yes;No;No;28;126;126;38000
MED65487 ENT;Media Store ENT;SMB;Apparel;China;prior customer;Big;18 Months;Analytics;Manager Level;Yes;No;No;Yes;3;85;131;14000
ADC40224 ENT;ADCOM COMPUTER ENT;SMB;Manufacturing;France;prior customer;Medium;2 Years;ERP;Individual Contributor Level;No;Yes;Yes;Yes;6;126;149;11000
ALP85149 ENT;ALPHA Center ENT;Enterprise;Consumer Product;UK;prior customer;Small;2 Years;Security;Manager Level;Yes;Yes;Yes;Yes;8;205;6;56000
TID39767 ENT;Tidemann Electronics ENT;Fortune500;Finserv;UK;current customer;Medium;1 Year;Portal;C-Level;No;Yes;Yes;No;49;177;80;152000
KET20743 ENT;Ketiv Technologies ENT;SMB;Retail;Russia;prospect;Large;2 Years;Application Server;C-Level;No;No;Yes;No;17;96;31;32000
TOR98746 ENT;Tornado Motorsport ENT;Fortune500;Consumer Product;France;current customer;Huge;1 Year;Database;C-Level;No;No;Yes;Yes;34;431;181;167000
HOT65212 ENT;Hotshot Racing ENT;Enterprise;Consumer Product;Brazil;prior customer;Large;1 Year;Application Server;C-Level;Yes;No;No;Yes;16;224;43;36000
COM79883 ENT;Computer Specialists Inc. ENT;Fortune500;Retail;North America;prior customer;Large;18 Months;Security;Manager Level;No;No;Yes;Yes;10;82;9;37000
LES67806 ENT;LES Sales Company ENT;Fortune500;Finserv;India;current customer;Medium;1 Year;Database;C-Level;No;No;Yes;No;26;357;146;112000
CAN67858 ENT;Candid International Technology ENT;SMB;Manufacturing;China;prior customer;Medium;18 Months;Database;C-Level;No;Yes;No;Yes;5;98;106;15000
PH 31123 ENT;PH Monitor Corporation ENT;SMB;High tech;France;prior customer;Medium;6 Months;CRM;Manager Level;Yes;Yes;No;Yes;21;111;63;25000
CCS56710 ENT;CCS Industrial ENT;SMB;Construction;North America;prospect;Large;18 Months;CRM;Manager Level;No;Yes;No;No;2;74;75;48000
NOR16919 ENT;North Energy Ltd ENT;SMB;Goods;China;prospect;Huge;2 Years;ERP;Manager Level;No;No;No;Yes;30;139;129;13000
WAL10445 ENT;Wallace Distribution ENT;Enterprise;Consumer Product;India;prior customer;Big;1 Year;CRM;Manager Level;Yes;Yes;Yes;No;17;146;155;70000
POW67679 ENT;Powers & Company ENT;SMB;Manufacturing;North America;current customer;Huge;6 Months;Analytics;Individual Contributor Level;No;Yes;Yes;Yes;28;231;14;68000
THO47097 ENT;Thomas World Distribution ENT;Fortune500;Finserv;Germany;current customer;Huge;1 Year;Identity Server;C-Level;No;No;Yes;Yes;38;300;87;183000
COM15032 ENT;Company World Incorporated ENT;Fortune500;Manufacturing;France;current customer;Huge;1 Year;Portal;C-Level;Yes;Yes;Yes;Yes;47;208;83;160000
ALE64957 ENT;Alexander Inc. ENT;SMB;Apparel;Japan;prospect;Big;2 Years;Identity Server;Individual Contributor Level;No;No;Yes;No;30;135;131;48000
KAR78001 ENT;Karl Smith ENT;Enterprise;Finserv;Japan;prior customer;Big;1 Month;Analytics;Manager Level;No;Yes;No;No;16;141;145;72000
HAL41218 ENT;Hallmann Anlagenbau GmbH ENT;Fortune500;Consumer Product;Brazil;current customer;Small;1 Year;Web Server;C-Level;No;No;Yes;Yes;25;545;194;172000
RIW81394 ENT;RIWA Headquarters ENT;Enterprise;Finserv;India;prior customer;Medium;1 Year;Database;Manager Level;No;No;Yes;Yes;25;132;40;54000
RIW80605 ENT;RIWA Regional Storage Trenton ENT;Enterprise;Retail;China;prior customer;Huge;1 Year;Portal;C-Level;No;No;No;No;6;151;40;54000
RIW48341 ENT;RIWA Regional Warehouse Denver ENT;Enterprise;Consumer Product;China;prior customer;Huge;1 Year;Identity Server;Manager Level;No;Yes;Yes;No;17;103;119;66000
INU90561 ENT;Inustrias Pacificas S.A. ENT;SMB;Goods;Russia;prospect;Medium;1 Month;Security;Individual Contributor Level;No;No;Yes;No;5;108;12;40000
FLA34238 ENT;Flatter & Asche AG ENT;Fortune500;Apparel;France;current customer;Medium;1 Year;CRM;C-Level;Yes;Yes;No;No;43;184;139;153000
AND73539 ENT;Andrew Sands ENT;Fortune500;Goods;Japan;current customer;Medium;1 Year;Analytics;C-Level;No;No;No;No;31;354;39;152000
JOH59592 ENT;John Taylor ENT;SMB;Manufacturing;China;prospect;Large;1 Month;Web Server;Manager Level;No;No;No;Yes;18;134;65;49000
FEU92833 ENT;Feuerwehr Tuning AG ENT;Enterprise;Construction;North America;prior customer;Huge;1 Month;Application Server;Manager Level;No;No;Yes;Yes;25;260;20;44000
WAL27411 ENT;Walther Maschinenbau GmbH ENT;Enterprise;High tech;Russia;prior customer;Large;6 Months;ERP;C-Level;No;Yes;Yes;Yes;8;290;13;57000
SCH49341 ENT;Schnelle Feuerwehr ENT;Enterprise;Retail;Italy;prospect;Large;18 Months;Application Server;C-Level;Yes;Yes;No;Yes;10;195;71;47000
EIN80695 ENT;Einmalkunde ENT;Enterprise;Retail;Japan;prior customer;Small;1 Year;Portal;Manager Level;No;Yes;No;Yes;18;179;137;45000
PR 28565 ENT;PR Electronics France ENT;SMB;Healthcare;France;prior customer;Big;6 Months;Analytics;C-Level;Yes;No;Yes;Yes;17;173;113;50000
GLO36043 ENT;Global Industries PLC ENT;SMB;High tech;Germany;current customer;Medium;2 Years;Application Server;Individual Contributor Level;Yes;Yes;Yes;No;8;115;7;32000
GLO40007 ENT;Global Technologies PLC ENT;Enterprise;Construction;Italy;prospect;Large;6 Months;Security;Manager Level;Yes;No;No;No;7;51;75;54000
THE76572 ENT;The Wine Consignee Inc. ENT;SMB;Retail;North America;prospect;Medium;6 Months;Application Server;Manager Level;No;No;No;Yes;27;25;98;19000
BZ 36100 ENT;BZ Wines Inc. ENT;Enterprise;Apparel;Germany;prior customer;Huge;1 Year;ERP;C-Level;No;Yes;Yes;Yes;25;172;36;38000
IDE71942 ENT;IDES US Inc. ENT;Fortune500;Goods;Italy;current customer;Huge;1 Year;Identity Server;C-Level;No;Yes;No;Yes;45;395;83;138000
IDO47540 ENT;IDONWANAPAY  Stores ENT;Enterprise;Manufacturing;Brazil;prior customer;Large;1 Month;Portal;Manager Level;No;No;Yes;Yes;13;93;93;60000
SUP80146 ENT;Super-Mart ENT;SMB;Finserv;France;current customer;Big;18 Months;Web Server;Manager Level;No;No;No;No;30;24;104;24000
KRO64500 ENT;Krogertsens ENT;SMB;Apparel;North America;prior customer;Huge;1 Month;Portal;Manager Level;No;Yes;No;No;20;55;18;17000
KRO79128 ENT;Krogertsens ENT;Enterprise;Consumer Product;North America;prior customer;Large;1 Month;ERP;Manager Level;Yes;No;No;No;24;145;139;52000
MAM10211 ENT;Mamoun Darkazanli ENT;Enterprise;Healthcare;North America;prior customer;Huge;1 Month;Analytics;C-Level;Yes;Yes;No;Yes;29;260;6;64000
SOF55931 ENT;Software Warehouse ENT;Enterprise;Apparel;Brazil;prior customer;Huge;6 Months;ERP;Individual Contributor Level;No;Yes;Yes;No;24;115;42;64000
BUY76480 ENT;Buying Unlimited ENT;Enterprise;Manufacturing;UK;current customer;Small;6 Months;CRM;C-Level;No;Yes;Yes;Yes;19;96;142;48000
GOU77640 ENT;Gourmet Market ENT;Enterprise;Healthcare;Japan;prior customer;Medium;1 Year;Database;Manager Level;No;Yes;No;No;13;212;143;55000
EIN26079 ENT;Einmalkunde ENT;SMB;Construction;India;prior customer;Big;2 Years;Application Server;C-Level;No;Yes;No;Yes;27;58;100;60000
MUS91315 ENT;Muster Kunde ENT;SMB;Manufacturing;France;prior customer;Small;1 Month;Analytics;C-Level;No;No;No;No;11;64;50;47000
HAV73087 ENT;Havers  Inc. ENT;Enterprise;Manufacturing;Italy;current customer;Small;6 Months;CRM;C-Level;No;No;No;No;15;267;78;59000
REM72534 ENT;REMA Superstore ENT;SMB;High tech;China;prospect;Medium;6 Months;Database;C-Level;No;Yes;No;Yes;14;124;106;13000
01M79086 ENT;01Megastore ENT;Fortune500;Consumer Product;Brazil;current customer;Big;1 Year;CRM;C-Level;No;No;No;No;32;224;46;163000
06M41073 ENT;06MegaStore ENT;Enterprise;Apparel;China;prior customer;Medium;6 Months;Web Server;C-Level;No;Yes;Yes;Yes;16;79;104;57000
CAR81895 ENT;Carmella Credit ENT;SMB;Consumer Product;UK;prior customer;Big;6 Months;CRM;C-Level;No;No;Yes;Yes;26;166;124;56000
HAV47013 ENT;Havers Inc ENT;Enterprise;Finserv;China;prospect;Medium;1 Year;ERP;C-Level;Yes;No;Yes;No;5;222;141;47000
CIL70961 ENT;Cilox HiTech ENT;Fortune500;Construction;China;current customer;Large;1 Year;Web Server;C-Level;Yes;Yes;No;No;30;377;61;162000
COM66109 ENT;Computer Systems ENT;Enterprise;Finserv;India;prior customer;Small;6 Months;Web Server;Manager Level;No;No;Yes;No;19;89;55;52000
DYN26072 ENT;Dynamic Industries ENT;Enterprise;Consumer Product;UK;prior customer;Small;1 Year;Portal;Manager Level;Yes;Yes;Yes;No;17;181;32;55000
ANT46455 ENT;Antipolis ENT;Enterprise;High tech;India;prior customer;Large;1 Year;Identity Server;C-Level;Yes;Yes;Yes;Yes;8;56;73;57000
PRA41761 ENT;Praxis Dr. Ernst & Dr. Weissing ENT;SMB;Consumer Product;Germany;prospect;Huge;2 Years;CRM;Individual Contributor Level;Yes;Yes;No;No;18;42;117;23000
PRA70905 ENT;Praxis Dr. Rot ENT;Enterprise;Retail;Russia;prior customer;Huge;1 Month;Web Server;Individual Contributor Level;Yes;No;No;Yes;13;149;107;50000
REM82230 ENT;REMA WH Regensburg ENT;Fortune500;Goods;North America;current customer;Small;1 Year;Portal;C-Level;No;No;Yes;Yes;45;226;94;163000
ERN78030 ENT;Ernst Brinkmann KG ENT;Enterprise;Healthcare;China;prior customer;Medium;1 Year;Identity Server;Manager Level;Yes;No;No;No;27;162;27;63000
BUI37547 ENT;Builders Depot ENT;Enterprise;High tech;China;prior customer;Huge;1 Year;ERP;C-Level;Yes;No;Yes;No;9;251;151;72000
CLI76848 ENT;Clinton Industries ENT;SMB;Goods;France;prior customer;Huge;6 Months;Identity Server;Manager Level;No;No;No;No;9;105;23;46000
THO57861 ENT;Thornbury Enterprises ENT;Fortune500;Manufacturing;Italy;current customer;Small;1 Year;Portal;C-Level;No;Yes;Yes;Yes;46;478;161;159000
AME19561 ENT;American Security Company ENT;Fortune500;Consumer Product;Brazil;current customer;Small;1 Year;Portal;C-Level;Yes;Yes;No;No;35;335;46;160000
CEN33338 ENT;Century Software.Com ENT;SMB;High tech;China;prospect;Huge;1 Month;Identity Server;Individual Contributor Level;Yes;Yes;No;Yes;23;19;93;24000
WEB20665 ENT;Web Design Studio ENT;Enterprise;Healthcare;North America;prior customer;Big;1 Month;Security;Individual Contributor Level;No;No;Yes;No;16;118;153;63000
HOL72035 ENT;Holden & Associates ENT;SMB;Healthcare;Japan;prospect;Large;18 Months;Identity Server;Individual Contributor Level;Yes;Yes;No;Yes;25;121;29;23000
MIL73132 ENT;Milton & Milton ENT;Enterprise;Consumer Product;Brazil;current customer;Large;1 Year;Security;Manager Level;No;Yes;No;Yes;23;65;21;72000
BRI59980 ENT;Brighton Inc ENT;SMB;High tech;Russia;prior customer;Medium;6 Months;Application Server;Individual Contributor Level;Yes;No;No;No;28;67;44;19000
SUN47091 ENT;Sunburst Inc ENT;Fortune500;Healthcare;India;current customer;Large;1 Year;Analytics;C-Level;No;No;Yes;Yes;28;326;194;156000
MAT43795 ENT;Matrax ENT;Enterprise;Construction;France;prior customer;Small;1 Year;Database;Manager Level;Yes;No;Yes;Yes;12;65;70;70000
JMA12626 ENT;JMart ENT;SMB;Goods;Japan;current customer;Medium;6 Months;ERP;Individual Contributor Level;Yes;Yes;No;Yes;7;103;46;40000
INN50922 ENT;Innovative Systems Inc. ENT;SMB;Finserv;China;prospect;Big;1 Month;Analytics;Manager Level;No;Yes;No;Yes;13;115;109;35000
HAL59247 ENT;Hall Manufacturing ENT;Enterprise;Consumer Product;UK;prior customer;Big;18 Months;Application Server;Manager Level;No;No;Yes;No;27;56;155;57000
HEI34617 ENT;Heiner Schmidtmann ENT;Enterprise;Finserv;Italy;prospect;Medium;1 Year;Identity Server;Manager Level;Yes;Yes;No;No;16;194;128;44000
REM25754 ENT;Rema Store 1010 ENT;Fortune500;High tech;Japan;current customer;Large;1 Year;Security;C-Level;Yes;No;No;No;28;495;46;174000
FRE30006 ENT;Fred Miller ENT;Enterprise;High tech;Brazil;current customer;Large;1 Year;Portal;C-Level;No;No;No;Yes;30;485;61;152000
VNE56051 ENT;vNet ENT;Enterprise;Healthcare;North America;prospect;Huge;18 Months;Identity Server;C-Level;Yes;No;Yes;Yes;20;50;61;61000
DAT11186 ENT;Data Corp. ENT;SMB;Apparel;UK;current customer;Big;18 Months;CRM;Manager Level;No;No;Yes;No;14;27;103;21000
SEC24741 ENT;Second Source ENT;SMB;Construction;India;prospect;Huge;18 Months;Application Server;Individual Contributor Level;No;No;No;Yes;31;73;93;46000
XNE97638 ENT;xNET ENT;SMB;Manufacturing;Brazil;prospect;Huge;1 Month;Portal;Individual Contributor Level;No;Yes;Yes;Yes;16;91;141;44000
WOR18351 ENT;World PC Inc. ENT;SMB;Healthcare;Japan;prospect;Large;6 Months;Web Server;Individual Contributor Level;Yes;Yes;Yes;No;12;113;119;22000
TOW66532 ENT;Townsend Company ENT;SMB;Manufacturing;France;prior customer;Huge;6 Months;Portal;Individual Contributor Level;Yes;Yes;Yes;No;12;71;65;45000
AVN40592 ENT;Avnet Electronics ENT;SMB;High tech;China;prior customer;Small;18 Months;Security;Manager Level;Yes;No;No;Yes;4;111;153;47000
BRA44028 ENT;Brazil Technologies ENT;SMB;Retail;France;prospect;Medium;2 Years;ERP;Individual Contributor Level;No;No;Yes;Yes;30;100;107;50000
EC 64212 ENT;EC Enterprises ENT;SMB;Goods;Brazil;current customer;Large;1 Year;Portal;C-Level;No;Yes;No;No;30;480;118;137000
IND35084 ENT;Industrie Dynamique ENT;Fortune500;Manufacturing;North America;prospect;Huge;1 Month;Database;Manager Level;Yes;Yes;No;Yes;9;249;10;38000
ABI83325 ENT;Abidon Corp ENT;SMB;Finserv;Italy;prospect;Medium;2 Years;CRM;Manager Level;No;Yes;Yes;Yes;24;24;55;18000
GRE60199 ENT;Greentree Enterprise ENT;SMB;Consumer Product;Japan;current customer;Large;6 Months;ERP;Individual Contributor Level;No;Yes;Yes;No;25;102;81;33000
TIM10655 ENT;Timco Corporation ENT;SMB;Healthcare;Brazil;prospect;Medium;18 Months;CRM;C-Level;Yes;No;No;No;9;111;72;13000
RAW57227 ENT;Rawlings Group ENT;Fortune500;Consumer Product;Brazil;prior customer;Huge;6 Months;CRM;Manager Level;Yes;Yes;No;No;18;174;148;60000
LAN54256 ENT;Landstar Corp ENT;Fortune500;Retail;Japan;current customer;Medium;1 Year;Database;C-Level;Yes;Yes;No;No;29;285;195;152000
LOU41833 ENT;Lou Windham ENT;Enterprise;Consumer Product;Germany;prior customer;Big;1 Month;Database;Individual Contributor Level;No;No;No;No;17;241;20;71000
TOM65342 ENT;Tom Little ENT;Enterprise;Consumer Product;India;prospect;Small;1 Month;Web Server;Manager Level;Yes;No;Yes;Yes;27;135;6;75000
LOR11208 ENT;LORI WINTER ENT;SMB;Consumer Product;Russia;prospect;Big;6 Months;CRM;Manager Level;No;No;No;No;26;117;147;38000
MAR91519 ENT;MARIE WITENBURG ENT;SMB;High tech;India;prospect;Large;6 Months;Portal;Manager Level;No;No;No;No;8;249;150;46000
LOR86364 ENT;LORI ZINNY ENT;Enterprise;Construction;Japan;prior customer;Large;6 Months;Application Server;Manager Level;Yes;No;No;No;7;67;155;69000
JAN14059 ENT;JANET ZUSSIN ENT;SMB;Consumer Product;North America;prospect;Huge;1 Month;Application Server;Manager Level;Yes;Yes;No;Yes;24;77;54;46000
JAN36922 ENT;JANE CASTILLO ENT;Fortune500;Apparel;China;prospect;Medium;1 Month;Analytics;Individual Contributor Level;No;Yes;No;No;7;83;77;20000
JAN98029 ENT;JANE SANCHEZ ENT;Enterprise;High tech;UK;prior customer;Huge;6 Months;CRM;C-Level;Yes;No;No;Yes;16;238;19;72000
P. 60163 ENT;P. Baker ENT;Enterprise;Healthcare;Italy;prior customer;Medium;2 Years;Analytics;C-Level;No;No;Yes;Yes;25;152;69;55000
ALA91670 ENT;ALAN FAITH ENT;Enterprise;Finserv;Brazil;prospect;Medium;2 Years;Web Server;Manager Level;No;No;Yes;Yes;10;39;93;12000
JIM69596 ENT;JIM FARAIZL ENT;SMB;Apparel;China;prospect;Big;1 Year;Web Server;Individual Contributor Level;Yes;No;No;Yes;14;112;154;47000
ALA29748 ENT;ALAN FARRAR ENT;SMB;Finserv;Germany;prospect;Medium;1 Month;Database;Manager Level;No;Yes;No;No;22;144;101;36000
JAM77647 ENT;JAMES FERENCY ENT;SMB;Apparel;Russia;prior customer;Big;2 Years;Web Server;Individual Contributor Level;Yes;No;No;Yes;5;108;39;35000
BIL76494 ENT;BILL FERNANCE ENT;Enterprise;Healthcare;Italy;prior customer;Large;18 Months;CRM;Manager Level;No;No;Yes;No;27;62;150;76000
ALA78582 ENT;ALAN FINER ENT;Enterprise;Consumer Product;Brazil;prospect;Medium;1 Year;Application Server;C-Level;Yes;Yes;Yes;No;9;286;10;58000
JAM27808 ENT;JAMES GRUPER ENT;SMB;Consumer Product;Germany;current customer;Large;1 Month;Database;Manager Level;Yes;No;No;No;5;63;78;26000
JOH22560 ENT;JOHN GRÍNROS ENT;SMB;Construction;France;prospect;Large;1 Month;Web Server;Individual Contributor Level;Yes;Yes;Yes;No;7;62;96;16000
ALA57466 ENT;ALAN GUETTEL ENT;Enterprise;Construction;Brazil;prior customer;Big;1 Year;Identity Server;Individual Contributor Level;No;Yes;Yes;No;21;137;98;37000
BEN47974 ENT;BEN GUIER ENT;Enterprise;Consumer Product;France;prospect;Small;1 Month;Web Server;C-Level;Yes;No;Yes;No;10;65;82;37000
ALA29338 ENT;ALAN GWARA ENT;SMB;Manufacturing;India;prospect;Small;1 Year;Web Server;Individual Contributor Level;No;Yes;Yes;No;26;67;86;42000
SAN19106 ENT;Sandra 00Turner ENT;Fortune500;Manufacturing;Germany;current customer;Small;1 Year;Database;C-Level;No;No;No;No;10;38;44;33000
MAR64431 ENT;Mark Miller ENT;Fortune500;Consumer Product;Russia;current customer;Huge;1 Year;Identity Server;C-Level;Yes;No;Yes;Yes;22;338;31;176000
PET69617 ENT;Peter Hoffman ENT;SMB;Retail;UK;current customer;Big;2 Years;Portal;Individual Contributor Level;Yes;Yes;Yes;No;4;132;34;24000
SCO43057 ENT;Scott Parker ENT;Fortune500;Manufacturing;Russia;current customer;Big;6 Months;Identity Server;Individual Contributor Level;Yes;No;Yes;No;3;31;16;28000
PAS47206 ENT;Pascal Roberts ENT;Enterprise;Consumer Product;China;prior customer;Small;6 Months;ERP;C-Level;No;Yes;No;No;22;276;6;37000
KIM38277 ENT;Kim Possible Inc. - East ENT;Fortune500;High tech;Russia;current customer;Medium;18 Months;Identity Server;Individual Contributor Level;No;No;No;No;19;123;55;44000
NEL91216 CRL;Nelson Tax & Associates CRL;SMB;Goods;India;prospect;Large;6 Months;Application Server;Individual Contributor Level;Yes;No;No;No;20;122;56;19000
EMM57272 CRL;Emma Bull CRL;Enterprise;Retail;UK;prior customer;Small;2 Years;Identity Server;C-Level;Yes;No;Yes;No;10;132;25;66000
JOH10597 CRL;John Evans CRL;Fortune500;Construction;France;current customer;Huge;1 Year;Portal;C-Level;No;No;Yes;No;32;287;173;160000
ROG59330 CRL;Roger Zahn CRL;Enterprise;Retail;India;prospect;Large;18 Months;ERP;Individual Contributor Level;No;No;No;Yes;29;115;89;44000
CHE92810 CRL;Chelsa Quinn Yates CRL;Enterprise;Consumer Product;Brazil;prior customer;Huge;6 Months;Security;C-Level;No;Yes;No;Yes;12;42;57;39000
ROB11699 CRL;Robert Jensen CRL;Enterprise;Finserv;France;prior customer;Big;2 Years;Application Server;C-Level;No;No;Yes;No;13;66;68;48000
CHA32779 CRL;Charles Scott CRL;Enterprise;Goods;Germany;prospect;Large;18 Months;CRM;Manager Level;Yes;No;Yes;Yes;21;49;151;25000
JOE69062 CRL;Joe Masson CRL;SMB;Finserv;India;prior customer;Medium;6 Months;CRM;C-Level;Yes;No;Yes;No;15;105;77;21000
ALE57570 CRL;Alex Lynch CRL;SMB;Retail;France;prospect;Small;1 Year;Web Server;Manager Level;No;Yes;No;No;15;108;12;50000
STE66066 CRL;Steve Martin CRL;SMB;Construction;India;prior customer;Large;18 Months;CRM;Individual Contributor Level;No;Yes;No;No;11;112;121;20000
